Year,CommodityCode,CropName,CountyCode,County,HarvestedAcres,Yield(Unit/Acre),Production,Price(Dollars/Unit),Unit,Value(Dollars)
1980,216299,GRAPESWINE,69,SanBenito,4500,3.00,13500,450,TONS,6075000
1980,216299,GRAPESWINE,71,SanBernardino,10060,3.00,30200,134,TONS,4055000
1980,216299,GRAPESWINE,73,SanDiego,164,2.10,344,279,TONS,96000
1980,216299,GRAPESWINE,77,SanJoaquin,32639,5.61,183000,207,TONS,37897000
1980,216299,GRAPESWINE,83,SantaBarbara,5306,1.54,8171,499,TONS,4073244
1980,216299,GRAPESWINE,95,Solano,1138,3.99,4544,315,TONS,1433300
1980,216299,GRAPESWINE,97,Sonoma,23639,3.34,78941,506,TONS,39982000
1980,216299,GRAPESWINE,99,Stanislaus,17950,8.80,157900,183,TONS,28848000
1980,216299,GRAPESWINE,107,Tulare,15159,8.88,134600,170,TONS,22902000
1980,216299,GRAPESWINE,113,Yolo,566,8.70,4924,274,TONS,1351000

